Ngày lập đơn,Số yêu cầu,Diễn giải,Yêu cầu mua hàng,Đơn đặt hàng,Mã mặt hàng,Tên mặt hàng,Đơn vị tính 1,Hệ số,Đơn vị tính 2,Số lượng (1),Số lượng (2)
8/24/2023,LN08/23-100,Vật tư sử dụng sửa chữa lược cho máy dệt LOHIA. PO08/23-058.,PR23/08-036,PO08/23-058,0904500270000000,Sơn dầu bạch tuyết màu vàng 3kg/thùng,KG,1,THUNG,1,1
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0904500370000000,SƠN 2 THÀNH PHẦN RỒNG ĐỎ EPOXY 2K - Xám xanh.,KG,1,KG,10,10
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0904500360000000,SƠN 2 THÀNH PHẦN RỒNG ĐỎ EPOXY 2K - Xám trắng,KG,1,KG,10,10
6/20/2023,LN06/23-079,Nhập theo YCNK số LN06/23-079,PR23/06-041,PO06/23-067,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,1,KG,555.9,555.9
7/7/2023,LN07/23-024,SO2306-0025 - SGI JUMBO SO2306-0022 - SGI JUMBO (ĐỀ NGHỊ PHÒNG KT NHẬP KHO THEO SL THỰC TẾ: 697 KG THEO ĐÚNG SỐ KG NCC GIAO HÀNG),PR23/06-041,PO07/23-016,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,1,KG,600,600
9/21/2023,LN09/23-077,"SO2306-0041 - INTER SO2306-0037 - DONGWON PO3 SO2306-0038 - DONGWON PO3 SO2306-0015 - DONGWON PO2 SO2306-0017 - DONGWON PO2
- Số lượng theo PO: 835.29Kg. Số lượng NCC giao: 867.20Kg. Nhập theo số lượng NCC giao",PR23/06-073,PO09/23-029,SOI-MULTI-800D,"Sợi PP filament 800D, trắng đục. [Loại tốt để dệt đai, không tưa], lực kéo đứt >=4.0KgF, độ giãn dài 25 +/- 5, kháng UV",KG,1,KG,835.29,835.29
8/24/2023,LN08/23-103,ĐỀ XUẤT MUA VPP CHO CÁC PHÒNG BAN THÁNG 08/2023 PO08/23-047.,PR23/08-026,PO08/23-047,5300100960000000,Sổ Ca Rô 25x33 Dày,QUYEN,1,QUYEN,2,2
7/28/2023,LN07/23-096,Mua vật tư lắp đặt công trình bếp lavabo nhà vệ sinh văn phòng mới PO07/23-040/091.,PR23/07-025,PO07/23-040,0913000010000000,Silicol trong,LO,1,LO,3,3
8/1/2023,LN08/23-001,Mua vật tư lắp đặt công trình bếp lavabo nhà vệ sinh văn phòng mới PO23/07-040/091.,PR23/07-059,PO07/23-091,0913000010000000,Silicol trong,LO,1,LO,3,3
8/5/2023,LN08/23-021,Mua dầu Sử dụng cho xe nâng và  vật tư chống dột PO08/23-010.,PR23/07-065,PO08/23-010,0913000010000000,Silicol trong,LO,1,LO,10,10
9/26/2023,LN09/23-105,VT sữa chữa ben xe nâng cuộn xưởng 5. PO09/23-035.,PR23/09-022,PO09/23-035,0913000010000000,Silicol trong,LO,1,LO,30,30
8/4/2023,LN08/23-018,Kế hoạch Vật tư phục vụ lắp đặt công trình bếp lavabo văn phong mới PO07/23-011/091 VÀ PO08/23-010.,PR23/07-059,PO07/23-091,0913200011000000,SIKATEX,KG,1,KG,15,15
8/28/2023,LN08/23-116,"Mua hàng theo YCMH số PR23/05-0088 / PR23/05-0103 / PR23/06-014 - Tỷ giá: 23,700 VNĐ",PR23/05-0088,PO06/23-020,0905600470000000,SENSOR LÔ ĐỈNH NOVA NBB2-8GM30-E2-V1  (Mã: 11981028000),CAI,1,CAI,20,20
6/17/2023,LN06/23-071,Nhập theo YCNK số LN06/23-071 ứng với IR2306-0042 bên ERP,,PO06/23-084,0905600480000000,Sensor GRTE18 - P2442.,CAI,1,CAI,4,4
9/15/2023,LN09/23-054,"Mua hàng theo YCMH số PR23/05-0088 / PR23/05-0103 / PR23/06-014 - Tỷ giá: 23,700 VNĐ",PR23/06-014,PO06/23-020,0905600190000000,"Sensor báo từ (Magnetic sensor, PNP, NO, M12) MB80-12GM50-E2 mã:14421011001",Cái,1,Cái,20,20
8/9/2023,LN08/23-040,Mua hàng theo YCMH số PR2304-0057 ứng với PO2304-0069,,PO07/23-019,0905600240000000,Sensor báo màu SICK.GTE10-N4211,CAI,1,CAI,5,5
9/6/2023,LN09/23-014,Vật tư sử dụng thay thế cho máy sợi 7 PO07/23-093 VÀ PO08/23-019.,PR23/08-013,PO08/23-019,0905600040000000,SÊN ĐƠN 40,CAI,1,CAI,3,3
9/6/2023,LN09/23-014,Vật tư sử dụng thay thế cho máy sợi 7 PO07/23-093 VÀ PO08/23-019.,PR23/08-013,PO08/23-019,SEN001,SÊN ĐÔI 40,HOP,1,M,4,4
6/17/2023,LN06/23-062,Nhập theo YCNK số LN06/23-062 ứng với IR2306-0029 và PI2306-0020 bên ERP,,PO06/23-077,0904600380000000,Sên 3 - 40,HOP,1,HOP,5,5
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-026,PO09/23-039,0905501760000000,Sắt V60x6mm- dài 6000mm,CAY,1,CAY,2,2
9/6/2023,LN09/23-018,Và xây hố ga và axit cho xe nâng PO08/23-059/100.,PR23/08-054,PO08/23-100,0905500300000000,Sắt V30x30x3 - dài 6000mm,CAY,1,CAY,2,2
8/24/2023,LN08/23-093,Và xây hố ga và axit cho xe nâng PO08/23-059.,PR23/08-031,PO08/23-059,0905500370000000,Sắt V 50x50x3mm,CAY,1,CAY,6,6
6/17/2023,LN06/23-062,Nhập theo YCNK số LN06/23-062 ứng với IR2306-0029 và PI2306-0020 bên ERP,,PO06/23-077,916600440000000,Sắt tấm 200 x 300 x 15mm ( Cắt theo bản vẽ ),TAM,1,TAM,2,2
6/17/2023,LN06/23-062,Nhập theo YCNK số LN06/23-062 ứng với IR2306-0029 và PI2306-0020 bên ERP,,PO06/23-077,916600430000000,Sắt tấm 150 x 600 x 15mm ( Cắt theo bản vẽ ),TAM,1,TAM,2,2
6/12/2023,LN06/23-028,Nhập theo YCNK số LN06/23-028 ứng với IR2306-0015 và phiếu N/M số PI2306-0018,,PO06/23-042,0905501960000000,Sắt ống tráng kẽm phi 76 x 6000m,CAY,1,CAY,4,4
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-071,PO09/23-088,0905502040000000,Sắt ống tráng kẽm phi 49 x1.5mm - dài 6000mm.,CAY,1,CAY,3,3
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-029,PO09/23-039,0905500710000000,Sắt ống tráng kẽm phi 27 x 2.7mm x dài 6000mm,CAY,1,CAY,5,5
8/5/2023,LN08/23-020,Đề xuất mua vật tư phục vụ công đoạn dệt ngày 02/08/2023 PO07/23-076/093 và PO08/23-011/017.,PR23/08-002,PO08/23-011,0905501980000000,Sắt ống phi trong 27 - phi ngoài 40,M,1,M,1,1
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0905501290000000,Sắt la kẽm 25mm x2mm x3000mm,CAY,1,CAY,12,12
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-079,PO09/23-090,0905501200000000,Sắt la 50x8x3000mm,CAY,1,CAY,27,27
7/4/2023,LN07/23-003,Vật tư lắp đặt đường nước và máy nén khì máy sợi số 2 (PO06/23-111/115/120),PR23/06-068,PO06/23-115,0905501600000000,Sắt la 50x8mm,M,1,M,30,30
8/5/2023,LN08/23-020,Đề xuất mua vật tư phục vụ công đoạn dệt ngày 02/08/2023 PO07/23-076/093 và PO08/23-011/017.,PR23/08-002,PO08/23-011,0905502000000000,Sắt la 30 x 5ly,M,1,M,2,2
9/6/2023,LN09/23-018,Và xây hố ga và axit cho xe nâng PO08/23-059/100.,PR23/08-054,PO08/23-100,0905500470000000,Sắt kẽm bô,KG,1,KG,80,80
7/4/2023,LN07/23-013,Mua hàng theo YCMH số PR23/07-003: Yêu cầu mua vật tư sửa chữa đường nước văn phòng mới,PR23/07-003,PO07/23-003,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,1,CAY,4,4
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0905500500000000,"Sắt hộp vuông 30x30mm dày 1,4mm",CAY,1,CAY,4,4
6/12/2023,LN06/23-028,Nhập theo YCNK số LN06/23-028 ứng với IR2306-0015 và phiếu N/M số PI2306-0018,,PO06/23-042,0905501970000000,Sắt hộp tráng kẽm 50x100x2mm,CAY,1,CAY,2,2
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0905500320000000,Sắt hộp tráng kẽm 40x40x2mm,CAY,1,CAY,2,2
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-071,PO09/23-088,0905500940000000,Sắt hộp tráng kẽm 30x60x1.8mm. - Dài 6000mm,CAY,1,CAY,7,7
8/1/2023,LN08/23-001,Mua vật tư lắp đặt công trình bếp lavabo nhà vệ sinh văn phòng mới PO23/07-040/091.,PR23/07-059,PO07/23-091,0905500520000000,Sắt hộp tráng kẽm 30x30 x1.8,CAY,1,CAY,4,4
9/28/2023,LN09/23-114,Đơn hàng mãu Furukawa PO09/23-039/052/088.,PR23/09-071,PO09/23-088,0905500910000000,Sắt hộp tráng kẽm 100x100x3mm,CAY,1,CAY,5,5
6/7/2023,LN06/23-013,Nhập kho theo PO06/23009/019/024,PR23/06-008,PO06/23-009,0906600600000000,Sắt hộp kẻm 40x80x1.8mm,M,1,CAY,30,30
8/5/2023,LN08/23-020,Đề xuất mua vật tư phục vụ công đoạn dệt ngày 02/08/2023 PO07/23-076/093 và PO08/23-011/017.,PR23/08-002,PO08/23-011,0905501990000000,Sắt đặc phi 27,M,1,M,2.5,2.5
8/24/2023,LN08/23-094,Vật tư cải tạo vòi nước rửa tay PO08/23-038.,PR23/08-020,PO08/23-038,0907800081000000,Ruột gà gắn lavabo,CAI,1,CAI,8,8
9/6/2023,LN09/23-016,Vật tư cải tạo lại máy in cuộn số 5 theo đề xuất. PO08/23-087/099.,PR23/08-050,PO08/23-087,0902209750000000,Rulo lăn sơn 5cm.,CAI,1,CAI,5,5
6/7/2023,LN06/23-013,Nhập kho theo PO06/23009/019/024,PR23/06-006,PO06/23-009,0902202760000000,Rulô lăn sơn 10cm,Cây,1,Cây,3,3
7/14/2023,LN07/23-044,Mua hàng theo số YCMH số PR23/07-027: KHẮC SAN CRISTOBAL (KHẮC THUẬN 4MM )-SO2307-0013,PR23/07-027,PO07/23-043,5200108880000000,RED RAINBOW,CM2,1,CM2,1596,1596
7/31/2023,LN07/23-117,ĐẶT KHẮC 48-PASIR (KHẮC THUẬN 4MM )-SO2307-0018,PR23/07-061,PO07/23-088,5200106620000000,Red Horse,CM2,1,CM2,5775,5775
9/22/2023,LN09/23-088,ĐẶT KHẮC AGRFEED -KHẮC NGHỊCH 5MM.-SO2309-0035,PR23/09-030,PO09/23-037,5200106560000000,Rama 99,CM2,1,CM2,6127,6127
9/26/2023,LN09/23-101,Đơn hàng mãu Furukawa PO08/23-099 và PO09/23-039/065.,PR23/09-029,PO09/23-039,0907000008000000,Rắc co sắt ren trong 27.,CAI,1,CAI,5,5
6/26/2023,LN06/23-099,Nhập kho theo PO06/23-095/103/107,PR23/06-065,PO06/23-107,0914300040000000,Rắc co nhựa PVC BM phi 34.,CAI,1,CAI,2,2
9/6/2023,LN09/23-015,Yêu cầu mua Vật tư Làm đường ống đãn nước thải (HỦY ỐNG  NHỰA PHI 140 VÀ CO NHỰA 140 CHUYỂN QUA DÙNG ỐNG 168) HỦY SẮT HỘP TRÁNG KẼM HÙNG KT BÁO) PO08/23-043.,PR23/08-023,PO08/23-043,5200110160000000,"Que Hàn Sắt 2,5",Hộp,1,H?p,5,5
9/22/2023,LN09/23-089,Vật cải tạo lại hệ thống điện cho máy in cuộn số 5. Và vật tư dự phòng thay thế cho hệ thiếu chiếu sáng nhà xưởng.,PR23/08-049,PO08/23-086,5200111220000000,Quạt vuông Niidec D08A-24TS2.,CAI,1,CAI,2,2
8/22/2023,LN08/23-083,Vật tư sử dụng của phân xưởng sản xuất theo dề xuất. PO08/23-016.,PR23/08-006,PO08/23-016,5200110210000000,QUẠT VUÔNG GH12038HSL.,CAI,1,CAI,10,10
8/8/2023,LN08/23-035,Yêu cầu mua vật tư lắp cho văn phòng mới,PR23/08-001,PO08/23-030,5200111189000000,Quạt trần 5 Cánh F-60XDN,CAI,1,CAI,11,11
8/8/2023,LN08/23-035,Yêu cầu mua vật tư lắp cho văn phòng mới,PR23/08-001,PO08/23-031,5200111189000000,Quạt trần 5 Cánh F-60XDN,CAI,1,CAI,4,4
8/25/2023,LN08/23-105,Mua quạt mẫu lắp cho nhà canteen,,PO08/23-083,5200111189000000,Quạt trần 5 Cánh F-60XDN,CAI,1,CAI,1,1
6/14/2023,LN06/23-043,Nhập kho theo PO23/06-024,PR23/06-012,PO06/23-024,5200110350000000,Quạt Nhớt 032041,Cái,1,Cái,10,10
8/30/2023,LN08/23-133,"Nhân NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.2364,KG,2885,682
8/28/2023,LN08/23-134,"Nhân NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.23636,KG,110,26
9/8/2023,LN09/23-120,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.25,KG,3000,750
9/5/2023,LN09/23-121,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.23697,KG,1650,391
8/26/2023,LN08/23-135,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.23769,KG,1300,309
9/12/2023,LN09/23-122,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-DAIN,"Quai góc PP, màu trắng, W7cm - T50g/m, cắt dài 474cm, đánh dấu ""21-25-7-7-9-113-25-10-40-10-25-113-9-7-7-25-21"". TL: 237g/cái",Cái,0.237,KG,3060,725.22
8/31/2023,LN08/23-130,ĐẶT KHẮC SARAWAK (KHẮC NGHỊCH 5mm )-SO2306-0031,PR23/08-059,PO08/23-105,5200106340000000,Pink Horse,CM2,1,CM2,4652,4652
9/6/2023,LN09/23-017,ĐẶT  KHẮCTƯ TRÚC (KHẮC NGHỊCH 5MM ):SO2307-0049 PO08/23-067 VÀ PO09/23-010.,PR23/07-049,PO08/23-102,0914700010000000,PIN AAA ,Cái,1,Cái,20,20
9/22/2023,LN09/23-087,ĐỄ XUẤT MUA VPP THÁNG 09.2023,PR23/09-046,PO09/23-056,0914700010000000,PIN AAA ,Cái,1,Cái,30,30
9/21/2023,LN09/23-083,"ĐẶT MỰC IN TRỰC TIẾP - ĐƠN HÀNG DONGWON, INTER, 48LUMUT(SO2309-0041, SO2309-0043, SO2309-0017)",PR23/09-055,PO09/23-069,MDM-PGTB,Phụ Gia Tăng Bám,KG,1,KG,10,10
9/6/2023,LN09/23-015,Yêu cầu mua Vật tư Làm đường ống đãn nước thải (HỦY ỐNG  NHỰA PHI 140 VÀ CO NHỰA 140 CHUYỂN QUA DÙNG ỐNG 168) HỦY SẮT HỘP TRÁNG KẼM HÙNG KT BÁO) PO08/23-043.,PR23/08-024,PO08/23-043,0905701340000000,Phớt vỏ sắt 95x125x15,CAI,1,CAI,2,2
9/27/2023,LN09/23-108,Vật tư thay thế hệ thống chiếu sáng nhà máy. PO08/23-015/067 và PO09/23-001/065.,PR23/08-014,PO08/23-015,090570201000000,Phớt than phi ngoài 47 x lỗ 37 x dày 5mm ( GC theo bản vẽ ),CAI,1,CAI,10,10
9/27/2023,LN09/23-108,Vật tư thay thế hệ thống chiếu sáng nhà máy. PO08/23-015/067 và PO09/23-001/065.,PR23/08-014,PO08/23-015,090570200000000,Phớt than 67 x 37 x 18 ( GC theo mẫu ),CAI,1,CAI,10,10
6/14/2023,LN06/23-043,Nhập kho theo PO23/06-024,PR23/06-012,PO06/23-024,090570142000000,Phớt nhớt máy may D04003.,CAI,1,CAI,10,10
9/6/2023,LN09/23-017,ĐẶT  KHẮCTƯ TRÚC (KHẮC NGHỊCH 5MM ):SO2307-0049 PO08/23-067 VÀ PO09/23-010.,PR23/09-007,PO09/23-010,090570203000000,Phớt dầu 50x80x8mm,CAI,1,CAI,8,8
9/6/2023,LN09/23-017,ĐẶT  KHẮCTƯ TRÚC (KHẮC NGHỊCH 5MM ):SO2307-0049 PO08/23-067 VÀ PO09/23-010.,PR23/09-007,PO09/23-010,090570202000000,Phớt dầu 50x65x8mm,CAI,1,CAI,5,5
8/5/2023,LN08/23-020,Đề xuất mua vật tư phục vụ công đoạn dệt ngày 02/08/2023 PO07/23-076/093 và PO08/23-011/017.,PR23/07-052,PO07/23-076,090570179000000,Phớt chịu nhiệt độ - áp lực phi 13x21x6 ( theo mẫu ),CAI,1,CAI,8,8
9/6/2023,LN09/23-015,Yêu cầu mua Vật tư Làm đường ống đãn nước thải (HỦY ỐNG  NHỰA PHI 140 VÀ CO NHỰA 140 CHUYỂN QUA DÙNG ỐNG 168) HỦY SẮT HỘP TRÁNG KẼM HÙNG KT BÁO) PO08/23-043.,PR23/08-024,PO08/23-043,0905701220000000,Phớt chặn dầu 100x130x13,Cái,1,Cái,2,2
9/26/2023,LN09/23-102,VT sữa chữa ben xe nâng cuộn xưởng 5.PO08/23-067/087/099 và PO09/23-035/065.,PR23/09-021,PO09/23-035,0905701230000000,Phớt ben thủy lực. 30x40 x 6 mm.,CAI,1,CAI,4,4
9/26/2023,LN09/23-102,VT sữa chữa ben xe nâng cuộn xưởng 5.PO08/23-067/087/099 và PO09/23-035/065.,PR23/09-021,PO09/23-035,090570205000000,Phớt ben thủy lực 18x26x5.,CAI,1,CAI,4,4
7/21/2023,LN07/23-070,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO23/07-026/044/055.,PR23/07-014,PO07/23-026,090570198000000,Phớt ben 90x55x4mm( GC theo bản vẽ),CAI,1,CAI,20,20
6/26/2023,LN06/23-098,Nhập kho theo PO06/23-075/089/095,PR23/06-046,PO06/23-075,090570186000000,Phớt ben 50 x 68 x 10mm ( theo mẫu ),CAI,1,CAI,8,8
6/26/2023,LN06/23-098,Nhập kho theo PO06/23-075/089/095,PR23/06-046,PO06/23-075,090570187000000,Phớt ben 40 x 45 x 4 MRW-150-7 ( theo mẫu ),CAI,1,CAI,5,5
6/26/2023,LN06/23-098,Nhập kho theo PO06/23-075/089/095,PR23/06-046,PO06/23-075,090570185000000,Phớt ben 38 x 68 x 14 MHP-150-7 ( theo mẫu ),CAI,1,CAI,4,4
7/21/2023,LN07/23-070,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO23/07-026/044/055.,PR23/07-014,PO07/23-026,090570195000000,Phớt ben 32x42x7mm ( theo mẫu),CAI,1,CAI,10,10
6/26/2023,LN06/23-098,Nhập kho theo PO06/23-075/089/095,PR23/06-046,PO06/23-075,090570184000000,Phớt ben 138 x 150 x 18mm ( theo mẫu ),CAI,1,CAI,8,8
7/21/2023,LN07/23-070,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO23/07-026/044/055.,PR23/07-014,PO07/23-026,090570197000000,Phớt ben 110x125x10mm ( theo mẫu ),CAI,1,CAI,20,20
7/4/2023,LN07/23-003,Vật tư lắp đặt đường nước và máy nén khì máy sợi số 2 (PO06/23-111/115/120),PR23/06-070,PO06/23-115,0905700340000000,PHỚT 40x62,Cái,1,Cái,5,5
7/21/2023,LN07/23-070,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO23/07-026/044/055.,PR23/07-038,PO07/23-055,0905700340000000,PHỚT 40x62,Cái,1,Cái,10,10
9/26/2023,LN09/23-102,VT sữa chữa ben xe nâng cuộn xưởng 5.PO08/23-067/087/099 và PO09/23-035/065.,PR23/09-024,PO09/23-035,090570206000000,Phớt 35x80x10mm,CAI,1,CAI,4,4
9/26/2023,LN09/23-102,VT sữa chữa ben xe nâng cuộn xưởng 5.PO08/23-067/087/099 và PO09/23-035/065.,PR23/09-024,PO09/23-035,0905700300000000,Phớt 35x50x9mm,CAI,1,CAI,4,4
6/14/2023,LN06/23-048,Nhập theo YCNK số LN06/23-048 ứng với IR2306-0024 và PI2306-0010 bên ERP,,PO06/23-055,0905701300000000,Phớt 30x46x7,CAI,1,CAI,20,20
7/4/2023,LN07/23-003,Vật tư lắp đặt đường nước và máy nén khì máy sợi số 2 (PO06/23-111/115/120),PR23/06-067,PO06/23-111,0905700200000000,PHỚT 25x40,CAI,1,CAI,10,10
6/14/2023,LN06/23-048,Nhập theo YCNK số LN06/23-048 ứng với IR2306-0024 và PI2306-0010 bên ERP,,PO06/23-055,0905700160000000,PHỚT 20X35,CAI,1,CAI,20,20
7/4/2023,LN07/23-003,Vật tư lắp đặt đường nước và máy nén khì máy sợi số 2 (PO06/23-111/115/120),PR23/06-070,PO06/23-115,0905700160000000,PHỚT 20X35,CAI,1,CAI,5,5
8/24/2023,LN08/23-099,ĐẶT KHẮC PRESTASI (KHẮC NGHỊCH 5MM ) SO2306-0006 PO08/23-066.,PR23/08-045,PO08/23-066,922300070000003,PHOSBIC (90X120 cm),CM2,1,CM2,10000,10000
7/21/2023,LN07/23-070,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất. PO23/07-026/044/055.,PR23/07-005,PO07/23-044,0905501430000000,Phôi sắt phi trong 25 - phi ngoài 60 - dày 25mm,CAI,1,CAI,2,2
7/18/2023,LN07/23-055,Mua hàng theo YCMH số PR23/07-014: Vật tư sửa chữa máy móc thiết bị phục vụ sản xuất PO06/23-111/115 và PO07/23-023/026/029/034.,PR23/07-014,PO07/23-026,0926700040000000,Phôi nhôm phi ngoài 130x65mm - lỗ 20mm.,CUC,1,CUC,2,2
7/12/2023,LN07/23-033,"Yêu cầu mua hàng theo KH EP2306-0100,0093.0095",PR23/07-011,PO07/23-023,0915700030000000,"PHIM DÁN BẢNG IN MÁY IN CÁI (Qui cách: khổ rộng 800 mm, độ dày fim 0.1 mm)",M,1,M,200,200
7/24/2023,LN07/23-073,Vật tư phục vụ sửa chữa MMTB PO06/23-024/103 và PO07/23-012/055.,PR23/07-008,PO07/23-012,0904200180000000,Phễu INOX 304 KT: 700x1200x2mm - dẫn hướng màng PE  (GC theo bản vẽ),CAI,1,CAI,1,1
9/6/2023,LN09/23-013,Vật tư thay thế hệ thống chiếu sáng nhà máy. PO08/23-014.,PR23/08-016,PO08/23-014,0906300370000000,Phe trong lỗ phi 28,CAI,1,CAI,300,300
9/6/2023,LN09/23-015,Yêu cầu mua Vật tư Làm đường ống đãn nước thải (HỦY ỐNG  NHỰA PHI 140 VÀ CO NHỰA 140 CHUYỂN QUA DÙNG ỐNG 168) HỦY SẮT HỘP TRÁNG KẼM HÙNG KT BÁO) PO08/23-043.,PR23/08-024,PO08/23-043,0906300090000000,Phe trong lỗ phi 16mm.,Cái,1,Cái,1000,1000
8/3/2023,LN08/23-012,DONGWON [SO TỔNG] ĐH TAICAL LUCKY STAR 8k5 KG PO07/23-093 VÀ PO08/23-011.,PR23/07-060,PO07/23-093,0907200174000000,Phe ngoài phi 70mm,CAI,1,CAI,5,5
8/3/2023,LN08/23-012,DONGWON [SO TỔNG] ĐH TAICAL LUCKY STAR 8k5 KG PO07/23-093 VÀ PO08/23-011.,PR23/07-060,PO07/23-093,0907200173000000,Phe ngoài phi 47mm,CAI,1,CAI,5,5
9/6/2023,LN09/23-015,Yêu cầu mua Vật tư Làm đường ống đãn nước thải (HỦY ỐNG  NHỰA PHI 140 VÀ CO NHỰA 140 CHUYỂN QUA DÙNG ỐNG 168) HỦY SẮT HỘP TRÁNG KẼM HÙNG KT BÁO) PO08/23-043.,PR23/08-024,PO08/23-043,0906300320000000,Phe ngoài 3ly ( theo mẫu ),Bịch,1,B?ch,2,2
6/12/2023,LN06/23-022,Nhập kho theo PO2306/23-028,PR23/06-017,PO06/23-028,5300100610000000,Phấn màu không bụi 100 viên,CAI,1,CAI,4,4
8/24/2023,LN08/23-103,ĐỀ XUẤT MUA VPP CHO CÁC PHÒNG BAN THÁNG 08/2023 PO08/23-047.,PR23/08-026,PO08/23-047,5300100610000000,Phấn màu không bụi 100 viên,CAI,1,CAI,4,4
8/30/2023,LN08/23-133,"Nhân NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-PATC,Patch đệm màu begie tráng trong KT: 10x55cm; TL: 10.75g/cái,Cái,0.00975,KG,11487,112
9/8/2023,LN09/23-120,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-PATC,Patch đệm màu begie tráng trong KT: 10x55cm; TL: 10.75g/cái,Cái,0.01027,KG,487,5
9/5/2023,LN09/23-121,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-PATC,Patch đệm màu begie tráng trong KT: 10x55cm; TL: 10.75g/cái,Cái,0.01019,KG,10113,103
8/26/2023,LN08/23-135,"Nhận NVL gia công may KIÊN THẠNH
SO2308-0043
SO2309-0007",,,03CAT-4P005-01-PATC,Patch đệm màu begie tráng trong KT: 10x55cm; TL: 10.75g/cái,Cái,0.00958,KG,2400,23
9/28/2023,LN09/23-116,ĐẶT KHẮC PRESTSI - KHẮC NGHỊCH 5MM.,PR23/09-076,PO09/23-094,5200106260000000,PANIFICACION,CM2,1,CM2,5369,5369
